index	Trait1	Trait2	Trait3	Trait4
1	-5.0439122180281	-0.272693425986938	-1.93036010155793	-4.99073614973415
2	-0.382905000585968	-0.976103794983926	-1.49160665448502	-7.74621819058211
3	-4.9459061968699	-1.72943349130431	3.14871440526393	-6.36624520647058
4	-5.64101962254477	1.49131307473371	-1.30399278210938	-1.77986347885676
5	0.0410163041436311	-0.797309174694594	1.28724147463014	5.26600711843316
6	0.662912923906605	-0.93240397699212	-0.123375317342644	3.83944260553937
7	2.03054292146162	-0.858323839246834	1.53907375570139	-6.98167192273402
8	0.215980280196379	0.807060197960079	2.62906503425889	-4.72906508396509
9	1.34849851021436	5.31158429425767	0.507762376925302	-6.12449967603234
10	5.71991519516592	1.32767830533102	2.61362640472438	-2.36791585710069
11	-1.43691129026661	2.60818896956002	-3.69447055263537	-1.52732384077352
12	3.76153509393227	-0.488167022671217	1.94343038232508	-6.42415345426322
13	-0.377687828312257	1.72603258604942	1.01063164393822	1.0754065768193
14	-1.02267941927087	1.35189489001819	1.41739818083522	3.41120268695712
15	-6.50293597828176	3.86089797672826	0.547416007190657	-1.16716361148759
16	2.71001317205037	-1.03740314519705	0.435932890698149	0.66788955897903
17	4.85731647932512	4.11497628277721	-2.00329859183112	5.79358776778257
18	-1.04631525437958	-0.0676127429819771	-1.40495245250359	2.05801641637736
19	-0.090026887488098	-1.56010855086406	-0.375806771242544	-0.953714080857406
20	1.65846000214491	-0.411257294024562	-0.727397671345187	-0.40477530130869
21	-1.68796894152434	0.778544812329928	-0.704668326381645	7.74926290597786
22	-3.18007103650411	1.27206330998176	-1.45284225841152	5.85667319223
23	-2.82438929913518	-1.06910937633584	-0.949114837724064	-3.62624893499521
24	3.30388992051136	0.79886805408532	-1.62834310323197	6.33854407186203
25	-3.10831142593013	-2.56915018542442	-1.77944181743287	1.12038473236184
26	-1.43246412078521	-0.085136810668826	-0.332369829852847	4.83622145640973
27	2.69912425994456	1.30348349807586	1.11685259661564	-1.15166044019475
28	-5.93524445274302	-3.02454015155473	-2.03584203850458	-1.99331729097206
29	-0.470538599012866	0.269795587710368	1.00812414688225	-4.56578839955684
30	-4.09108225479712	3.80016222154907	0.167942822970563	8.11963677065842
31	-3.97583179773293	0.481566980214745	2.08394789861583	-4.66320610844037
32	4.98936641674994	2.17084808443637	-0.849858048005889	-4.28065241914622
33	2.46319687990995	-1.73000284886965	0.589202035392275	-0.396631407552865
34	3.56219725611717	0.367096284017713	-0.647599717018912	4.72373085236676
35	-0.12278509074509	1.30056360516343	-0.456553885524169	-1.4404263457248
36	4.07051436218853	1.8493308387064	-1.18699574514035	-6.63526718063575
37	-2.27864780406137	2.40094690922194	-0.135796272202509	-0.806099101266964
38	-3.17205722145862	-0.61032945774484	1.1769285478896	5.13593548833139
39	0.41943477219498	-2.20394916257828	-0.210314378421447	-0.863655260973699
40	-0.132184125021754	2.20617642498759	-0.185445624152647	-3.03024658557102
41	1.06295230854193	-1.64377780828915	-0.789116700887921	-0.0883810448594774
42	1.78325231296558	0.260700505223376	-0.604037720604593	1.36754977998236
43	1.25026948021796	-1.7803693555254	0.029272506325217	6.71787775268409
44	0.332905220010337	3.32041253991646	-0.0986016036419965	7.62308115867454
45	-0.381224181411244	1.46869517976688	-0.797812898370143	5.38744341141237
46	-3.55449971055111	-3.24110842446683	-0.634313910521379	-2.565207200484
47	6.60440105455085	0.450096167121619	-2.74786454124773	-3.5760743941504
48	-5.79684625849424	-0.446690566476844	0.0753433722991048	-7.11686317132741
49	-0.173495725424507	-0.322639035257962	0.0556016975267624	-0.459760268899674
50	1.3823566696536	-0.606113838993133	1.1658583151068	-1.17368497470807
51	3.96472366218849	-2.01477093090687	0.690656190093532	3.45955762908089
52	-3.80956102967202	1.11991606798446	-0.263475639761131	-5.96232148353224
53	1.94948565564223	-1.46178387776874	-1.95651932582216	-5.69989377974609
54	-4.97719215340534	-0.531861725303616	-2.92970046602634	2.92835911879618
55	-6.06345675384067	2.60682901744028	0.212579786036957	-6.54546954811763
56	0.665445782318168	0.740403227713575	0.661491604616656	-3.62832619386929
57	-1.62454325116311	3.26021550886161	-0.168911877771749	-0.968249156623233
58	1.44738551951291	0.133767866333632	-0.969596055368363	2.06683548027833
59	5.54562720024215	0.657238026830866	0.864045219144725	2.18976518691298
60	-1.51654850206189	-4.06154633838735	2.58784153594388	-1.97219969851813
61	-3.39822719091299	-3.19867603564416	1.30517941645141	6.72908122499293
62	2.3265471269461	-1.50505525852655	0.550153232319094	-3.39153541005284
63	-1.2792915397324	-1.7288505101709	0.735794861274732	1.53207888137394
64	-1.24040835914361	1.25502976607665	1.1148249409633	1.85732217583556
65	-7.22401348619091	-3.45310775514884	-1.1678140867887	3.78467937998042
66	-3.94302476291979	-0.752530361352634	-2.42751468256759	3.61424662183643
67	-2.91053543010349	-1.26265175248779	-2.38163592943501	-0.106226597688794
68	-0.455760842124042	0.283066129887274	-2.53651750028581	-0.23044351117481
69	0.557122035046443	1.39880955673912	0.760323238737555	2.96876559832834
70	0.273494100879391	-2.44284104678286	1.50337979303861	-12.4142673328126
71	-0.507330929704307	-0.627809222516107	-0.638498762042603	-6.33935046508357
