id	GCA
1	-0.020838252578169
2	-0.698894868347848
3	2.02186821370827
4	-0.0657264788767001
5	0.702957123500475
6	0.834193612163841
7	1.353825455511
8	-0.190706842489576
9	-0.354047680641856
10	1.45754445768907
11	0.403934998807377
12	1.6522968210818
13	1.15849582623373
14	-0.18336147681481
15	0.400898032344872
16	-1.30333175204182
17	-0.686883320857731
18	0.489940189760998
19	1.83445654030326
20	1.49659828556915
21	1.73985615730911
22	0.0419782859484442
23	1.92647735956953
24	3.3172209852049
25	-0.434941807010135
26	0.895880283994395
27	0.599441134334009
28	1.87061475018696
29	-0.727426375741429
30	1.61396048485292
31	-0.950396695102018
32	-1.04359484881171
33	1.6106239113731
34	0.55069414176855
35	0.287565041967551
36	-1.3290122857395
37	1.05656779605398
38	1.32714519554127
39	-0.124246473671846
40	-0.238886761959934
41	-0.646039044842532
42	-1.32173096905232
43	0.930849485401472
44	0.432057330481611
45	-0.795679678745461
46	1.21039364926867
47	0.329787680436022
48	-0.14786150930558
49	0.705180395020128
50	-1.40178064717877
51	-0.939492282105172
52	1.57096910164211
53	2.81928782909131
54	1.48616079300724
55	-0.905420802625766
56	0.676915001071786
57	0.0749998333265638
58	0.675413514525238
59	-0.0138464151174099
60	0.65145875284189
61	0.0321411392426184
62	1.60901177302366
63	0.905801429579404
64	0.245571791657158
65	1.07901814743988
66	0.507333012012787
67	0.89164211890002
68	0.553655903594289
69	0.60453821123893
70	2.08908007703598
71	-0.582215237147851
72	-0.676034404224326
73	-1.92102149997833
74	-0.549096694155122
75	-0.591628274224671
76	-0.793151271685032
77	-0.469656202987764
78	-0.92247537557122
79	-0.110172320949435
80	0.509958402712494
81	-1.18077043777983
82	0.278915563615906
83	0.146630076276295
84	0.273950239836384
85	1.37236661820056
86	-0.191930115341384
87	0.837812278375493
88	0.151586191669127
89	1.49691791174756
90	0.548340057034707
91	1.46252383651282
92	0.98815334153157
93	-0.161252643837951
94	-0.890442602711292
95	-1.04497174924972
96	0.847804535323687
97	1.21864580501012
98	0.539834566429637
99	-0.222624118232194
100	0.261182679792032
101	1.21473062725854
102	1.61803876501526
103	1.80301599194579
104	1.60617334862302
105	-0.0873104081485178
106	0.797710942297761
107	1.82098239481646
108	1.31433398549276
109	1.49223363967382
110	-0.144669337857549
111	0.237942957663878
112	1.91255057944013
113	1.08499734305898
114	0.899431026716606
115	2.70243664612079
116	1.41124870584028
117	1.65840169699984
118	-1.22893593929638
119	1.86905119351858
120	0.552560467815176
121	1.01665489465803
122	0.434230607659349
123	0.357812964030982
124	0.603419969792472
125	0.911824207095784
126	4.61874125026169
127	0.24084599200603
128	0.554435488796825
129	1.44601321722721
130	0.436042113252446
131	-0.0949971638997803
132	2.16252632347455
133	0.337588721726308
134	1.01083684950776
135	0.501534882693459
136	0.0387935698801536
137	1.14576983738907
138	0.847413915153831
139	0.80244724051109
140	0.468905844136387
141	0.910673877014172
142	0.8602993226422
143	-0.245055826777421
144	-0.177741881604995
145	3.17043949674661
146	2.60966106921205
147	2.04441110366369
148	1.07560794120469
149	1.80603789886835
150	0.135268899615389
151	-0.751389479283734
152	0.866349970254333
153	1.17288853272914
154	0.48942333670372
155	0.832442952801745
156	-0.573024524476855
157	0.621736120729141
158	0.178137658819387
159	-0.0256481082552429
160	0.540462444943143
161	-0.221911516770048
162	2.16431672509501
163	0.222019111263061
164	2.30011963278363
165	1.70947203743346
166	0.313531542274412
167	1.46904749019891
168	0.861336446297497
169	1.3845776461965
170	0.0117147121382563
171	-0.0204805168366144
172	-0.266132114476841
173	1.94831043159535
174	0.128770462222447
175	0.967820182938971
176	0.664252903509501
177	-0.281762496762758
178	2.23442095173274
179	2.29237231904032
180	-0.182651618568904
