id	GCA
181	0.980987922821205
182	2.25248201500144
183	0.407529084254922
184	1.45469994986826
185	-0.638240171440647
186	0.462084002511009
187	1.24078884635255
188	-0.0662123929043381
189	-0.570498650395918
190	1.30857237473749
191	1.26095174335822
192	1.40831706665208
193	1.4579453376384
194	1.35670321571541
195	0.917072990427893
196	0.493543196874757
197	0.350018506164439
198	2.24817699074345
199	1.93206268431291
200	2.34702323093035
201	0.494943573687787
202	1.6442107337852
203	0.671937056267786
204	1.83515554714147
205	0.516796738515898
206	0.664809603256251
207	-0.358386736695806
208	-1.08404115952322
209	2.35712380333358
210	0.091617988978647
211	1.07860580804778
212	-0.0462425156526596
213	0.509228443441471
214	0.909351860290777
215	0.826552003455761
216	1.53546743647075
217	2.47346857512287
218	2.2172124737115
219	2.38978217109096
220	3.0384944382011
221	-0.266947073440169
222	1.3881355188254
223	0.271113546343743
224	1.55828139069806
225	0.91270835942402
226	1.25233478587042
227	1.63749986240959
228	3.06653535880605
229	1.56253574652375
230	0.407181524299892
231	2.38548462728045
232	0.119881688040579
233	0.389385777155629
234	1.7868253552445
235	2.01166657207907
236	-0.613439903614022
237	1.79385236331336
238	0.487366979215222
239	0.669779410394782
240	-0.48547025207235
241	1.22607602191797
242	2.77582092108209
243	1.5610275197213
244	0.841850552822346
