860001	1130	3137	860001	1990	9	56	3	4.346
860012	57	830407	860012	1990	8	55	3	5.055
860017	181	840135	860017	1990	7	54	3	4.64
860031	83	830412	860031	1990	2	49	3	4.024
860033	486	840013	860033	1990	7	54	3	4
860052	397	2857	860052	1990	8	55	3	3.44
860058	794	830072	860058	1990	5	52	3	5.068
860065	330	830300	860065	1990	2	49	3	4.56
860067	318	820293	860067	1990	6	53	3	4.221
860083	780004	830011	860083	1990	9	56	3	3.458
860084	486	830131	860084	1990	6	52	3	4.596
860087	623	915	860087	1990	6	52	3	5.145
860088	83	830454	860088	1990	7	53	3	4.35
860090	330	3182	860090	1990	1	47	3	3.792
860107	330	750380	860107	1990	5	51	3	3.954
860120	794	820419	860120	1991	3	61	3	3.642
860121	486	840014	860121	1990	9	55	3	4.257
860125	780004	830039	860125	1990	3	49	3	6.221
860130	27	78	860130	1990	7	53	3	5.054
860141	48	820480	860141	1990	6	52	3	4.158
860142	48	820480	860142	1990	7	53	3	3.556
860143	48	4754	860143	1990	4	50	3	4.103
860196	1067	820428	860196	1990	8	53	3	4.811
860207	1130	1760	860207	1990	4	49	3	4.866
860215	623	750095	860215	1990	2	47	3	4.667
860220	397	830064	860220	1990	11	56	3	5.01
860224	760079	2402	860224	1990	4	49	3	4.594
860227	623	820434	860227	1990	2	47	3	4.782
860244	623	820439	860244	1990	3	48	3	4.858
860325	975	760186	860325	1990	4	48	3	4.1
860327	780004	830055	860327	1990	6	50	3	4.02
860328	486	840009	860328	1990	9	53	3	3.438
860331	679	859	860331	1990	2	46	3	3.825
860335	623	5217	860335	1990	5	48	3	4.516
860339	623	983	860339	1990	1	44	3	4.806
860391	57	840305	860391	1990	8	51	3	2.849
860431	83	840272	860431	1990	2	44	3	5.748
860464	57	840665	860464	1990	11	53	3	3.722
860508	181	840717	860508	1990	11	52	3	3.787
860521	27	1038	860521	1990	7	48	3	4.733
860538	780004	820110	860538	1990	11	52	3	4.035
860544	780004	1548	860544	1991	1	54	3	4.656
860559	181	840606	860559	1990	8	49	3	4.23
860583	83	840366	860583	1990	2	42	3	4.029
860584	83	840833	860584	1990	1	41	3	4.485
860629	57	840634	860629	1990	4	44	3	4.74
860637	27	5742	860637	1990	5	45	3	4.31
860641	181	840707	860641	1990	9	49	3	3.648
860643	57	840140	860643	1990	9	49	3	4.465
860700	623	735	860700	1990	3	42	3	4.644
860734	360	3338	860734	1990	8	47	3	2.713
860746	1043	750111	860746	1990	1	40	3	5.54
860751	181	840527	860751	1990	9	47	3	3.588
860762	27	2275	860762	1990	3	41	3	4.359
860781	95	2793	860781	1990	3	41	3	4.67
860783	780004	830137	860783	1990	3	41	3	4.189
860794	95	2445	860794	1990	3	41	3	6.132
860818	83	840766	860818	1991	1	51	3	3.643
860839	27	2616	860839	1990	1	38	3	3.695
860911	975	2451	860911	1990	12	49	3	3.728
860919	330	2697	860919	1990	10	46	3	5.078
860926	57	840713	860926	1990	1	37	3	4.021
860955	330	830400	860955	1990	5	41	3	4.941
860975	330	830130	860975	1990	1	37	3	4.157
870015	360	830066	870015	1990	1	36	2	3.536
870015	360	830066	870015	1991	12	47	3	4.45
870024	27	820457	870024	1990	1	36	2	4.398
870024	27	820457	870024	1991	11	46	3	3.537
870025	181	850135	870025	1990	3	38	2	4.375
870025	181	850135	870025	1991	3	50	3	3.822
870036	1087	1941	870036	1990	3	38	2	4.155
870036	1087	1941	870036	1991	5	52	3	3.97
870042	397	820055	870042	1990	12	47	2	4.344
870042	397	820055	870042	1992	1	60	3	3.922
870045	95	2055	870045	1990	12	47	2	4.332
870053	27	820435	870053	1990	11	46	2	4.58
870057	330	840091	870057	1990	2	37	2	3.803
870057	330	840091	870057	1991	3	50	3	4.835
870064	330	820152	870064	1990	11	46	2	3.603
870065	27	1822	870065	1990	4	39	2	4.367
870065	27	1822	870065	1991	3	50	3	5.02
870072	397	830098	870072	1990	10	45	2	4.398
870072	397	830098	870072	1991	9	56	3	2.873
870077	360	840013	870077	1990	4	39	2	4.489
870077	360	840013	870077	1991	6	53	3	5.065
870082	360	830283	870082	1990	6	41	2	3.276
870083	397	830457	870083	1990	2	37	2	4.181
870085	360	830021	870085	1990	1	35	2	3.915
870085	360	830021	870085	1991	12	46	3	3.425
870086	1043	2763	870086	1990	8	42	2	4.415
870087	1043	3273	870087	1990	5	39	2	4.298
870087	1043	3273	870087	1991	4	50	3	4.96
870090	155	820373	870090	1990	8	42	2	5.157
870101	95	2244	870101	1990	1	35	2	4.174
870101	95	2244	870101	1991	12	46	3	3.162
870105	397	840124	870105	1990	12	46	2	3.571
870106	330	840962	870106	1990	2	36	2	4.41
870106	330	840962	870106	1991	2	48	3	4.104
870107	5855	4601	870107	1990	7	41	2	2.021
870107	5855	4601	870107	1991	6	52	3	4.272
870113	486	841066	870113	1990	3	37	2	4.349
870120	397	830449	870120	1990	7	41	2	3.915
870129	623	452	870129	1990	4	38	2	3.975
870129	623	452	870129	1991	4	50	3	4.055
870135	48	820004	870135	1991	1	47	2	4.125
870135	48	820004	870135	1992	12	58	3	3.055
870138	397	830215	870138	1990	5	39	2	3.401
870138	397	830215	870138	1991	4	50	3	3.984
870141	780004	2480	870141	1990	5	39	2	3.595
870141	780004	2480	870141	1991	10	56	3	3.808
870146	83	841107	870146	1990	2	36	2	4.44
870146	83	841107	870146	1991	1	47	3	4.29
870152	386	840325	870152	1990	9	43	2	3.151
870153	57	841077	870153	1991	2	48	2	5.053
870154	360	820434	870154	1990	4	38	2	4.229
870154	360	820434	870154	1991	5	51	3	4.061
870161	83	830056	870161	1990	4	38	2	4.366
870161	83	830056	870161	1991	4	50	3	5.374
870166	386	1726	870166	1990	3	37	2	4.413
870166	386	1726	870166	1991	3	49	3	4.415
870172	780004	820465	870172	1990	2	35	2	3.957
870175	486	841011	870175	1990	3	36	2	4.078
870181	57	850170	870181	1990	5	38	2	2.677
870182	486	840930	870182	1990	8	41	2	3.422
870182	486	840930	870182	1991	8	53	3	3.257
870183	780004	3335	870183	1990	3	36	2	2.79
870188	780004	830259	870188	1990	1	34	2	3.9
870188	780004	830259	870188	1991	11	44	3	2.416
870190	486	850048	870190	1990	3	36	2	4.49
870190	486	850048	870190	1991	12	45	3	2.706
870199	155	2808	870199	1990	11	44	2	3.05
870200	386	830256	870200	1990	3	36	2	4.474
870200	386	830256	870200	1991	8	53	3	4.368
870203	57	841161	870203	1990	3	36	2	3.024
870204	780004	1718	870204	1990	4	37	2	3.885
870204	780004	1718	870204	1991	3	48	3	3.78
870216	486	840990	870216	1990	3	36	2	3.934
870216	486	840990	870216	1991	3	48	3	3.993
870229	780004	850138	870229	1990	4	37	2	3.682
870237	360	830464	870237	1990	2	35	2	4.592
870237	360	830464	870237	1991	4	49	3	3.214
870238	780004	820322	870238	1990	3	36	2	2.749
870246	5855	713	870246	1990	2	35	2	4.044
870246	5855	713	870246	1991	11	44	3	2.3
870248	181	850030	870248	1991	1	46	2	3.895
870249	386	840026	870249	1990	2	35	2	4.281
870249	386	840026	870249	1991	2	47	3	5.069
870258	397	830261	870258	1990	4	36	2	3.237
870258	397	830261	870258	1991	4	48	3	2.655
870262	486	850152	870262	1990	4	36	2	4.292
870262	486	850152	870262	1991	6	50	3	5.397
870265	386	830450	870265	1990	2	34	2	4.776
870265	386	830450	870265	1991	2	46	3	5.042
870274	57	850077	870274	1990	7	39	2	4.255
870274	57	850077	870274	1991	7	51	3	5.082
870279	330	840184	870279	1990	6	38	2	4.4
870279	330	840184	870279	1991	6	50	3	4.656
870287	486	841124	870287	1990	5	37	2	4.096
870287	486	841124	870287	1991	5	49	3	5.362
870290	181	850169	870290	1990	3	35	2	4.768
870290	181	850169	870290	1991	8	52	3	5.32
870298	181	850163	870298	1990	5	37	2	4.152
870298	181	850163	870298	1991	5	49	3	3.636
870299	1043	2899	870299	1990	3	35	2	4.031
870299	1043	2899	870299	1991	3	47	3	3.298
870303	360	830059	870303	1990	3	35	2	3.663
870307	181	850145	870307	1990	6	38	2	5.092
870307	181	850145	870307	1991	7	51	3	4.345
870308	330	830463	870308	1990	5	37	2	4.215
870308	330	830463	870308	1991	3	47	3	3.177
870313	360	840285	870313	1990	5	37	2	3.551
870313	360	840285	870313	1991	10	54	3	2.274
870318	330	830283	870318	1990	1	33	2	4.31
870318	330	830283	870318	1991	1	45	3	3.526
870321	623	2821	870321	1990	2	34	2	3.297
870323	360	840241	870323	1990	5	37	2	3.833
870323	360	840241	870323	1991	5	49	3	4.667
870333	623	840164	870333	1990	4	35	2	3.871
870333	623	840164	870333	1991	3	46	3	5.882
870340	360	820310	870340	1990	7	38	2	3.756
870340	360	820310	870340	1991	7	50	3	3.517
870341	95	1652	870341	1990	5	36	2	2.924
870345	360	840686	870345	1990	7	38	2	3.741
870354	83	850283	870354	1990	4	35	2	4.842
870354	83	850283	870354	1991	4	47	3	3.928
870361	83	841169	870361	1990	6	37	2	3.354
870361	83	841169	870361	1991	5	48	3	2.595
870374	397	830140	870374	1990	2	33	2	3.732
870374	397	830140	870374	1991	1	44	3	4.076
870378	780004	840671	870378	1990	1	32	2	3.574
870378	780004	840671	870378	1991	1	44	3	4.752
870384	83	850252	870384	1990	5	36	2	4.03
870384	83	850252	870384	1991	5	48	3	4.784
870387	486	850104	870387	1990	4	35	2	4.488
870387	486	850104	870387	1991	3	46	3	3.27
870389	386	830223	870389	1990	6	37	2	3.572
870391	155	630	870391	1990	4	35	2	4.107
870393	95	5724	870393	1990	7	38	2	3.304
870396	780004	830471	870396	1990	4	35	2	3.953
870396	780004	830471	870396	1991	2	45	3	4.803
870400	780004	830133	870400	1990	5	36	2	2.962
870402	486	841027	870402	1990	8	39	2	3.558
870402	486	841027	870402	1991	7	50	3	4.555
870403	95	1764	870403	1990	10	41	2	3.875
870403	95	1764	870403	1991	8	51	3	5.187
870410	95	2335	870410	1990	3	34	2	4.399
870410	95	2335	870410	1991	4	47	3	5.279
870411	397	820141	870411	1990	6	37	2	2.511
870411	397	820141	870411	1991	6	49	3	3.583
870419	975	2866	870419	1990	5	35	2	4.307
870419	975	2866	870419	1991	5	47	3	4.902
870433	360	840558	870433	1990	3	33	2	3.915
870440	57	850204	870440	1990	7	37	2	4.346
870440	57	850204	870440	1991	8	50	3	5.486
870442	27	760184	870442	1990	6	36	2	4.48
870444	318	750043	870444	1990	5	35	2	4.157
870444	318	750043	870444	1991	6	48	3	5.504
870451	155	750286	870451	1990	5	35	2	3.72
870451	155	750286	870451	1991	4	46	3	4.302
870453	360	840120	870453	1990	4	34	2	2.991
870453	360	840120	870453	1991	3	45	3	3.68
870468	623	820250	870468	1990	11	41	2	3.868
870468	623	820250	870468	1992	2	56	3	5.023
870477	330	830276	870477	1990	9	39	2	4.242
870477	330	830276	870477	1991	7	49	3	4.014
870483	486	850280	870483	1990	12	42	2	3.721
870485	95	1038	870485	1990	2	32	2	4.427
870487	330	840761	870487	1990	5	35	2	3.184
870487	330	840761	870487	1991	6	48	3	4.224
870495	975	820160	870495	1990	4	34	2	3.928
870505	330	840228	870505	1990	8	37	2	3.794
870505	330	840228	870505	1991	6	47	3	3.441
870509	623	820481	870509	1990	11	40	2	5.17
870515	95	820243	870515	1990	11	40	2	4.065
870517	386	840657	870517	1990	10	39	2	3.83
870518	486	850403	870518	1990	5	34	2	5.098
870519	83	850404	870519	1990	4	33	2	5.607
870519	83	850404	870519	1991	4	45	3	5.814
870522	57	841005	870522	1990	8	37	2	3.843
870522	57	841005	870522	1991	7	48	3	5.255
870524	397	830267	870524	1990	1	30	2	3.495
870524	397	830267	870524	1991	1	42	3	4.222
870531	397	840090	870531	1990	1	30	2	3.659
870531	397	840090	870531	1991	1	42	3	3.08
870534	397	840097	870534	1990	3	32	2	3.217
870541	486	850407	870541	1990	5	34	2	2.665
870541	486	850407	870541	1991	4	45	3	3.046
870543	330	840815	870543	1990	8	37	2	2.56
870543	330	840815	870543	1991	9	50	3	4.948
870544	397	840748	870544	1990	7	36	2	3.769
870545	330	830010	870545	1990	1	30	2	3.373
870565	780004	2979	870565	1990	3	32	2	4.555
870565	780004	2979	870565	1991	7	48	3	4.506
870566	468	850155	870566	1990	4	33	2	4.724
870566	468	850155	870566	1991	4	45	3	5.739
870570	623	3354	870570	1990	6	35	2	4.095
870570	623	3354	870570	1991	6	47	3	4.789
870578	318	840607	870578	1990	8	37	2	2.772
870581	83	2206	870581	1990	4	33	2	3.465
870581	83	2206	870581	1991	5	46	3	3.97
870583	386	841059	870583	1990	1	29	2	3.201
870584	386	841059	870584	1990	1	29	2	4.336
870584	386	841059	870584	1991	9	49	3	4.408
870591	623	2818	870591	1990	5	33	2	3.285
870591	623	2818	870591	1991	4	44	3	2.965
870593	850319	850489	870593	1990	4	32	2	3.102
870593	850319	850489	870593	1991	2	42	3	2.137
870596	83	840697	870596	1990	4	32	2	4.2
870596	83	840697	870596	1991	3	43	3	4.795
870597	975	2753	870597	1990	7	35	2	2.755
870597	975	2753	870597	1991	7	47	3	3.481
870598	330	840606	870598	1990	6	34	2	4.811
870598	330	840606	870598	1991	4	44	3	3.192
870603	1043	3264	870603	1990	2	30	2	4.32
870603	1043	3264	870603	1991	2	42	3	6.73
870612	850319	850434	870612	1990	7	35	2	4.217
870629	975	1846	870629	1990	6	34	2	4.539
870629	975	1846	870629	1991	9	49	3	4.867
870631	486	840713	870631	1990	6	34	2	3.36
870635	83	2291	870635	1990	1	29	2	4.365
870635	83	2291	870635	1991	4	44	3	4.974
870637	27	820370	870637	1990	7	35	2	3.833
870637	27	820370	870637	1991	5	45	3	3.218
870641	95	820184	870641	1990	7	35	2	3.686
870641	95	820184	870641	1991	7	47	3	4.94
870644	126	850282	870644	1990	1	29	2	3.712
870647	360	840617	870647	1990	11	39	2	4.449
870647	360	840617	870647	1991	10	50	3	4.898
870657	975	820388	870657	1990	5	33	2	3.659
870657	975	820388	870657	1991	3	43	3	4.406
870663	486	840251	870663	1990	1	29	2	4.059
870675	83	820494	870675	1990	6	33	2	4.286
870678	386	820129	870678	1990	8	35	2	3.516
870678	386	820129	870678	1991	8	47	3	3.06
870693	360	1934	870693	1990	12	39	2	3.177
870693	360	1934	870693	1991	11	50	3	3.928
870696	975	1717	870696	1990	5	32	2	2.91
870696	975	1717	870696	1991	4	43	3	2.787
870698	397	840985	870698	1991	2	41	2	4.24
870698	397	840985	870698	1992	2	53	3	3.538
870702	486	840982	870702	1990	4	31	2	5.048
870706	1043	3262	870706	1990	1	28	2	3.602
870706	1043	3262	870706	1991	1	40	3	4.282
870711	360	820299	870711	1990	1	28	2	4.74
870711	360	820299	870711	1991	1	40	3	4.536
870712	1043	830105	870712	1990	5	32	2	4.321
870712	1043	830105	870712	1991	8	47	3	3.695
870718	83	840969	870718	1990	1	28	2	3.781
870721	1043	2877	870721	1990	12	39	2	4.538
870721	1043	2877	870721	1991	11	50	3	4.55
870722	975	5723	870722	1990	8	35	2	3.726
870725	330	840589	870725	1990	12	39	2	4.942
870725	330	840589	870725	1992	2	53	3	6.535
870727	850319	850083	870727	1990	12	39	2	3.357
870731	1043	820443	870731	1990	5	32	2	2.579
870731	1043	820443	870731	1991	4	43	3	4.601
870736	83	285	870736	1990	2	29	2	4.48
870736	83	285	870736	1991	1	40	3	4.599
870740	486	830384	870740	1990	1	28	2	3.477
870740	486	830384	870740	1990	12	39	3	2.28
870741	397	820254	870741	1990	11	38	2	2.373
870741	397	820254	870741	1991	10	49	3	3.395
870743	360	840780	870743	1990	5	32	2	3.196
870750	780004	840838	870750	1991	3	41	2	4.466
870750	780004	840838	870750	1992	2	52	3	4.799
870754	780004	841045	870754	1991	1	39	2	6.252
870754	780004	841045	870754	1992	2	52	3	5.23
870755	1043	750111	870755	1990	7	33	2	3.982
870755	1043	750111	870755	1991	8	46	3	5.015
870756	360	840064	870756	1990	10	36	2	2.39
870762	386	1667	870762	1990	3	29	2	4.508
870762	386	1667	870762	1991	3	41	3	5.862
870766	486	840069	870766	1990	4	30	2	4.68
870766	486	840069	870766	1991	7	45	3	4.818
870768	318	820226	870768	1990	9	35	2	3.731
870768	318	820226	870768	1991	8	46	3	4.326
870769	486	830401	870769	1991	2	40	2	4.544
870769	486	830401	870769	1991	12	50	3	4.192
870770	397	850638	870770	1990	11	37	2	2.595
870770	397	850638	870770	1991	9	47	3	3.539
870774	1131	850236	870774	1990	1	27	2	4.09
870774	1131	850236	870774	1991	2	40	3	5.17
870776	1043	2732	870776	1990	11	37	2	2.505
870782	1043	830422	870782	1990	1	27	2	3.46
870784	397	830213	870784	1990	2	28	2	4.269
870784	397	830213	870784	1991	2	40	3	4.425
870790	397	840874	870790	1990	1	27	2	3.862
870790	397	840874	870790	1991	1	39	3	4.126
870791	386	830351	870791	1990	2	28	2	3.848
870791	386	830351	870791	1991	3	41	3	4.588
870792	360	830333	870792	1991	3	41	2	4.295
870792	360	830333	870792	1992	10	60	3	4.752
870794	1043	773	870794	1990	11	37	2	2.14
870794	1043	773	870794	1991	10	48	3	3.101
870796	330	830366	870796	1990	1	27	2	3.381
870799	386	820303	870799	1990	1	27	2	4.293
870799	386	820303	870799	1991	1	39	3	5.047
870800	360	830268	870800	1991	7	45	2	4.967
870810	318	2697	870810	1991	2	40	2	5.468
870810	318	2697	870810	1992	1	51	3	5.432
870818	386	841028	870818	1990	3	29	2	4.179
870819	360	830407	870819	1990	2	28	2	4.277
870826	397	5725	870826	1990	3	29	2	4.222
870826	397	5725	870826	1991	1	39	3	4.365
870828	780004	353	870828	1990	4	30	2	4.507
870830	397	820252	870830	1990	1	27	2	4.374
870830	397	820252	870830	1990	8	34	3	4.172
870836	360	830402	870836	1990	11	36	2	4.088
870839	83	2988	870839	1990	1	26	2	3.462
870839	83	2988	870839	1990	12	37	3	3.073
870849	780004	840079	870849	1990	11	36	2	3.742
870849	780004	840079	870849	1992	1	50	3	4.613
870858	386	841056	870858	1990	1	26	2	4.087
870858	386	841056	870858	1990	11	36	3	4.098
870862	486	830412	870862	1990	1	26	2	4.554
870862	486	830412	870862	1991	1	38	3	4.723
870863	1043	1403	870863	1990	1	26	2	4.69
870863	1043	1403	870863	1991	3	40	3	4.895
870868	83	830083	870868	1990	2	27	2	4.56
870868	83	830083	870868	1991	1	38	3	4.907
870870	318	4668	870870	1990	7	32	2	2.667
870870	318	4668	870870	1991	5	42	3	4.964
870871	83	830069	870871	1990	1	26	2	3.748
870873	83	1840	870873	1990	1	26	2	3.489
870876	1101	850503	870876	1990	5	30	2	3.316
870876	1101	850503	870876	1991	8	45	3	4.485
870877	318	820288	870877	1990	2	27	2	4.485
870877	318	820288	870877	1991	1	38	3	4.052
870878	360	2865	870878	1990	2	27	2	3.972
870878	360	2865	870878	1991	4	41	3	4.74
870879	386	841033	870879	1990	3	28	2	3.405
870880	780004	830387	870880	1990	1	26	2	4.667
870880	780004	830387	870880	1991	2	39	3	5.18
870883	1131	850730	870883	1990	11	36	2	2.405
870888	397	820301	870888	1990	3	28	2	4.681
870888	397	820301	870888	1991	3	40	3	2.898
870892	850319	850774	870892	1990	5	30	2	3.81
870892	850319	850774	870892	1991	5	42	3	6.034
870894	360	840092	870894	1990	1	26	2	3.685
870894	360	840092	870894	1991	5	42	3	3.072
870895	1101	850379	870895	1990	5	30	2	2.457
870898	386	850363	870898	1990	1	26	2	4.521
870898	386	850363	870898	1991	3	40	3	4.124
870899	1101	850834	870899	1990	1	26	2	4.22
870899	1101	850834	870899	1991	1	38	3	4.33
870901	1131	850608	870901	1990	1	26	2	4.27
870903	83	2657	870903	1990	2	27	2	5.28
870903	83	2657	870903	1991	2	39	3	6.774
870910	1043	830469	870910	1990	1	26	2	4.971
870910	1043	830469	870910	1991	4	41	3	4.695
870912	126	850610	870912	1990	1	26	2	3.844
870912	126	850610	870912	1991	1	38	3	3.016
870918	850319	850799	870918	1991	1	37	2	2.307
870920	83	830226	870920	1990	1	25	2	4.092
870920	83	830226	870920	1991	2	38	3	4.22
870926	486	2283	870926	1990	1	25	2	4.268
870926	486	2283	870926	1990	12	36	3	3.919
870928	975	830011	870928	1990	11	35	2	3.32
870928	975	830011	870928	1991	11	47	3	3.61
870930	975	1729	870930	1990	1	25	2	4.14
870930	975	1729	870930	1991	2	38	3	5.619
870933	83	1941	870933	1990	3	27	2	4.716
870933	83	1941	870933	1991	2	38	3	5.449
870934	83	915	870934	1990	3	27	2	4.133
870934	83	915	870934	1991	1	37	3	5.095
870935	850319	850779	870935	1990	11	35	2	2.745
870936	386	840017	870936	1990	1	25	2	3.611
870938	1131	850875	870938	1990	4	28	2	3.681
870938	1131	850875	870938	1991	4	40	3	2.236
870942	386	3214	870942	1990	1	25	2	3.587
870945	397	830443	870945	1990	2	26	2	4.984
870945	397	830443	870945	1991	5	41	3	5.211
870946	1101	850520	870946	1990	3	27	2	4.679
870949	1131	850861	870949	1990	10	34	2	2.243
870949	1131	850861	870949	1991	9	45	3	4.317
870953	850319	850945	870953	1990	4	28	2	4.64
870953	850319	850945	870953	1991	3	39	3	4.928
870954	1101	850863	870954	1990	3	27	2	4.049
870954	1101	850863	870954	1991	3	39	3	6.176
870955	1131	850824	870955	1990	2	26	2	5.228
870955	1131	850824	870955	1991	3	39	3	6.015
870961	360	840091	870961	1990	5	29	2	2.91
870965	850319	851035	870965	1990	1	25	2	4.44
870965	850319	851035	870965	1991	1	37	3	4.212
870968	1131	850947	870968	1990	1	25	2	3.934
870968	1131	850947	870968	1990	12	36	3	4.291
870972	780004	820349	870972	1990	3	27	2	3.861
870982	850319	850565	870982	1990	1	25	2	5.19
870982	850319	850565	870982	1991	1	37	3	5.492
880002	360	840014	880002	1990	3	26	1	4.134
880002	360	840014	880002	1990	11	34	2	3.048
880007	319	850941	880007	1990	3	26	1	4.704
880007	319	850941	880007	1991	4	39	2	5.536
880007	319	850941	880007	1992	4	51	3	4.765
880009	319	850220	880009	1990	4	27	1	2.328
880011	1101	850686	880011	1990	3	26	1	3.786
880016	319	850790	880016	1990	1	24	1	4.216
880016	319	850790	880016	1991	1	36	2	4.782
880016	319	850790	880016	1992	1	48	3	5.168
880017	126	2048	880017	1990	3	26	1	4.388
880017	126	2048	880017	1991	2	37	2	4.03
880017	126	2048	880017	1992	5	52	3	2.824
880018	319	850713	880018	1990	3	26	1	4.053
880018	319	850713	880018	1991	8	43	2	3.578
880023	780004	3321	880023	1990	1	24	1	3.678
880023	780004	3321	880023	1991	2	37	2	3.685
880024	1101	850808	880024	1990	7	30	1	4.23
880024	1101	850808	880024	1991	6	41	2	5.916
